"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Back Button Functionality On Signup","Verify that the back button functionality is performed correctly on signup."
"skipped","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Password Strength Validation","Verify that the password strength validation is performed correctly."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Registration Date Saved Correctly","Verify that the registration date is saved correctly."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","125","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_booker_api","
        Test the authentication API.
        "
"passed","Sat Sep 27 17:00:42 GMT 2025","Sat Sep 27 17:00:43 GMT 2025","135","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Social Media Links","Verify that social media links are present on the home page."
"failed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","1","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check OTP Verification During Registration","Verify that the OTP verification is performed correctly during registration."
"failed","Sat Sep 27 17:00:44 GMT 2025","Sat Sep 27 17:00:54 GMT 2025","9447","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Logout","Verify that the user can logout."
"passed","Sat Sep 27 17:00:56 GMT 2025","Sat Sep 27 17:00:56 GMT 2025","269","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[problem_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
"passed","Sat Sep 27 17:00:43 GMT 2025","Sat Sep 27 17:00:43 GMT 2025","202","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Menu","Verify that the menu navigation works correctly."
"passed","Sat Sep 27 17:01:02 GMT 2025","Sat Sep 27 17:01:02 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Success Message Post Successful Transaction","Verify that the success message is displayed after successful transaction."
"passed","Sat Sep 27 17:00:56 GMT 2025","Sat Sep 27 17:00:56 GMT 2025","283","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[locked_out_user-secret_sauce-False-Failure]","
        Test login functionality with valid and invalid credentials.
        "
"failed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Terms And Conditions Checkbox Validation","Verify that the terms and conditions checkbox validation is performed correctly."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Check Mobile Number Verification","Verify that the mobile number verification is performed correctly."
"passed","Sat Sep 27 17:01:05 GMT 2025","Sat Sep 27 17:01:05 GMT 2025","1","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Saved Card Autofill Functionality","Verify that the saved card details are automatically filled in payment form."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Mandatory Fields Are Enforced","Verify that the mandatory fields are enforced correctly."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-45: Verify that transaction history is accurate.","Verify that transaction history is accurate."
"skipped","Sat Sep 27 17:01:05 GMT 2025","Sat Sep 27 17:01:05 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate 3D Secure Authentication","Verify that the 3D secure authentication process is performed correctly."
"passed","Sat Sep 27 17:00:42 GMT 2025","Sat Sep 27 17:00:42 GMT 2025","76","SRC.tests.tests_ui","test_homepage","TestHomePage","","","Verify Sorting","Verify that sorting options are available on the home page."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","53","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_get_booking","
        Test the booking retrieval API.

        "
"passed","Sat Sep 27 17:01:02 GMT 2025","Sat Sep 27 17:01:02 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Error On Expired Card Entry","Verify that the error message is displayed when the card is expired."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","42","SRC.tests.tests_api","test_bookers_api","TestBookersApi","","","test_create_booking","
        Test the booking creation API.

        "
"skipped","Sat Sep 27 17:01:02 GMT 2025","Sat Sep 27 17:01:02 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Cancel Payment Redirects To Cart","Verify that the cancel payment redirects to cart page."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-49: Verify that deposit transaction logging works correctly.","Verify that deposit transaction logging works correctly."
"broken","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Cancel Payment Redirects To Cart","Verify that the cancel payment redirects to cart page."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-46: Verify that account balance is calculated correctly after a transaction.","Verify that account balance is calculated correctly after a transaction."
"passed","Sat Sep 27 17:00:55 GMT 2025","Sat Sep 27 17:00:55 GMT 2025","254","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Problem User Login","Verify that the user can login with problem user creds."
"passed","Sat Sep 27 17:01:05 GMT 2025","Sat Sep 27 17:01:05 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Retry Mechanism On Network Error","Verify that the retry mechanism is triggered on network error."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-48: Verify that withdrawal limit enforcement works correctly.","Verify that withdrawal limit enforcement works correctly."
"passed","Sat Sep 27 17:00:44 GMT 2025","Sat Sep 27 17:00:44 GMT 2025","276","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Login","Verify that the user can login with valid creds."
"passed","Sat Sep 27 17:01:02 GMT 2025","Sat Sep 27 17:01:02 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate CVV Check During Payment","Verify that the CVV check is performed during payment."
"failed","Sat Sep 27 17:00:57 GMT 2025","Sat Sep 27 17:01:02 GMT 2025","5346","SRC.tests.tests_ui","test_order_page","TestOrderPage","","","Verify Order Creation","Verify that the order is created successfully."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-51: Verify that overdraft limit warnings are displayed correctly.","Verify that overdraft limit warnings are displayed correctly."
"failed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Verify Email Confirmation Sent Post Registration","Verify that the email confirmation is sent correctly after registration."
"failed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Registration With Referral Code","Verify that the registration with referral code is performed correctly."
"failed","Sat Sep 27 17:01:02 GMT 2025","Sat Sep 27 17:01:05 GMT 2025","3003","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Check Promo Code Application In Payment","Verify that the promo code is applied correctly in payment."
"failed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-50: Verify that mini statement generation works correctly.","Verify that mini statement generation works correctly."
"failed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","1","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-44: Verify that money transfer between own accounts works correctly.","Verify that money transfer between own accounts works correctly."
"failed","Sat Sep 27 17:01:02 GMT 2025","Sat Sep 27 17:01:02 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Saved Card Autofill Functionality","Verify that the saved card details are automatically filled in payment form."
"failed","Sat Sep 27 17:01:02 GMT 2025","Sat Sep 27 17:01:02 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Validate Error On Invalid Card Entry","Verify that the error message is displayed when the card is invalid."
"failed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_transactions","TestCurrentAndSavingsAccountsTransactions","","","MYS-52: Verify that failed transaction due to downtime is handled correctly.","Verify that failed transaction due to downtime is handled correctly."
"skipped","Sat Sep 27 17:00:54 GMT 2025","Sat Sep 27 17:00:54 GMT 2025","0","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Login Page Elements","Verify that the login page elements are present."
"passed","Sat Sep 27 17:00:54 GMT 2025","Sat Sep 27 17:00:55 GMT 2025","269","SRC.tests.tests_ui","test_login","TestLogin","","","Verify Invalid Login","Verify that the user can login with invalid creds."
"skipped","Sat Sep 27 17:01:02 GMT 2025","Sat Sep 27 17:01:02 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","test_upi_payment_integration_flow","Test UPI payment integration and flow functionality."
"skipped","Sat Sep 27 17:01:05 GMT 2025","Sat Sep 27 17:01:05 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Verify Email Receipt Sent After Payment","Verify that the email receipt is sent to customer after successful payment."
"passed","Sat Sep 27 17:00:39 GMT 2025","Sat Sep 27 17:00:39 GMT 2025","0","SRC.tests.tests_ui","test_account_registration","TestAccountRegistrationFlow","","","Verify Validate Error For Invalid Email Format","Verify that the error message is displayed when the email format is invalid."
"passed","Sat Sep 27 17:00:55 GMT 2025","Sat Sep 27 17:00:55 GMT 2025","281","SRC.tests.tests_ui","test_login_parameterized","TestLoginParameterized","","","test_parameterized_valid_login[standard_user-secret_sauce-True-Success]","
        Test login functionality with valid and invalid credentials.
        "
"passed","Sat Sep 27 17:01:02 GMT 2025","Sat Sep 27 17:01:02 GMT 2025","1","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify Successful Payment With Valid Card Details","Verify that the payment is processed successfully with valid card details."
"failed","Sat Sep 27 17:01:05 GMT 2025","Sat Sep 27 17:01:05 GMT 2025","0","SRC.tests.tests_ui","test_payment_flow","TestPaymentFlowOnUI","","","Verify International Card Payment","Verify that the international card payment is processed correctly."
